source,target,peso
creación,inversión,3
creación,mejorar,3
creación,modernización,3
creación,mundo,3
creación,personas,3
creación,pone,3
creación,pública,3
creación,rostro,3
creación,siglo,3
creación,sólo,3
creación,transmisión,3
creación,transparencia,3
creación,tributario,3
creación,vamos,3
creado,datos,3
creado,ello,3
creado,futuro,3
creado,ley,3
creado,materia,3
creado,proyecto,3
creado,rostro,3
creado,servicio,3
creado,siglo,3
creado,transparencia,3
creado,vamos,3
creamos,crear,3
creamos,derechos,3
creamos,desarrollo,3
creamos,economía,3
creamos,ello,3
creamos,emprendimiento,3
creamos,junto,3
creamos,necesitamos,3
creamos,nuevos,3
creamos,penas,3
creamos,pymes,3
creando,datos,3
creando,fundamental,3
creando,gobiernos,3
creando,impulsar,3
creando,información,3
creando,materia,3
creando,mejorar,3
creando,montt,3
creando,permitirá,3
creando,probidad,3
creando,protección,3
creando,proyecto,3
creando,pública,3
creando,público,3
creando,regionales,3
creando,rostro,3
creando,sector,3
creando,servicio,3
creando,sino,3
creando,solamente,3
creando,tecnología,3
creando,través,3
creando,única,3
crear,deporte,3
crear,deportistas,3
crear,dos,3
crear,educación,3
crear,establecimientos,3
crear,formación,3
crear,fundamental,3
crear,humanos,3
crear,impulso,3
crear,mejorar,3
crear,misión,3
crear,mujeres,3
crear,oportunidad,3
crear,precios,3
crear,puedan,3
crear,recursos,3
crearemos,digital,3
crearemos,economía,3
crearemos,fondo,3
crearemos,internet,3
crearemos,ley,3
crearemos,nuevas,3
crearemos,pymes,3
crearemos,regiones,3
crearemos,sector,3
crearemos,servicios,3
crearemos,televisión,3
creatividad,cultura,3
creatividad,fuerzas,3
creatividad,innovar,3
creatividad,inversión,3
creatividad,nuevos,3
creatividad,sociedad,3
creatividad,tecnología,3
creatividad,tiempos,3
crecer,ello,3
crecer,inversión,3
crecer,medida,3
crecer,productividad,3
crecimiento,económico,3
crecimiento,fomentar,3
crecimiento,manera,3
crecimiento,nuevos,3
crecimiento,primero,3
crecimiento,pública,3
crecimiento,recursos,3
crecimiento,reforma,3
crecimiento,revolución,3
crecimiento,sociedad,3
crecimiento,sólo,3
crecimiento,trabajo,3
crecimiento,tributario,3
crecimiento,vida,3
crisis,emprendimiento,3
crisis,mundo,3
crédito,investigación,3
crédito,nueva,3
crédito,nuevas,3
cuales,gobiernos,3
cuales,nuevo,3
cuales,regionales,3
cuales,sistema,3
cuales,solo,3
cuales,terminar,3
cuatro,emprendimientos,3
cuatro,innovación,3
cuatro,mundo,3
cuatro,nuevas,3
cuatro,nuevos,3
cuatro,obras,3
cuatro,sistema,3
cuatro,tecnologías,3
cuenta,proyecto,3
cuenta,público,3
cuenta,sector,3
cuenta,solo,3
cuenta,televisión,3
cultura,defensa,3
cultura,disposición,3
cultura,dos,3
cultura,días,3
cultura,económico,3
cultura,esfuerzo,3
cultura,establecer,3
cultura,familias,3
cultura,fibra,3
cultura,fin,3
cultura,fuerte,3
cultura,fuerza,3
cultura,grandes,3
cultura,gratuita,3
cultura,hacia,3
cultura,hará,3
cultura,hijos,3
cultura,historia,3
cultura,información,3
cultura,intereses,3
cultura,internacional,3
cultura,libre,3
cultura,medicamentos,3
cultura,meta,3
cultura,miles,3
cultura,nivel,3
cultura,parques,3
cultura,pasado,3
cultura,permita,3
cultura,planes,3
cultura,pleno,3
cultura,podemos,3
cultura,políticas,3
cultura,pone,3
cultura,prioridad,3
cultura,red,3
cultura,regiones,3
cultura,respecto,3
cultura,respeto,3
cultura,salud,3
cultura,seguir,3
cultura,seguro,3
cultura,semana,3
cultura,solamente,3
cultura,tecnología,3
cultura,tecnologías,3
cultura,teléfonos,3
cultura,trabajo,3
cultura,valor,3
cultura,verdadera,3
cultura,óptica,3
curso,gobiernos,3
curso,mejorar,3
curso,nuevo,3
curso,regionales,3
curso,rural,3
curso,través,3
cámaras,control,3
cámaras,inteligencia,3
cómo,desafíos,3
cómo,digital,3
cómo,hecho,3
cómo,niños,3
cómo,públicos,3
cómo,servicios,3
cómo,tecnologías,3
datos,frente,3
datos,marcha,3
datos,ministerio,3
datos,muchas,3
datos,permita,3
datos,puedan,3
datos,todas,3
debe,haciendo,3
debe,internet,3
debe,investigación,3
debe,productividad,3
debe,recursos,3
debe,sabemos,3
debe,santiago,3
debemos,eficiente,3
debemos,hacia,3
debemos,libertad,3
debemos,mejorar,3
debemos,mundo,3
debemos,plataforma,3
debemos,política,3
debemos,recuperar,3
debemos,recursos,3
debemos,rostro,3
debemos,servicios,3
debemos,siglo,3
debemos,transparencia,3
deben,economía,3
deben,materia,3
deben,nueva,3
deben,nuevas,3
deben,proyecto,3
deben,pymes,3
deben,público,3
deben,regiones,3
deben,rostro,3
deben,servicios,3
deben,siglo,3
deben,transparencia,3
defensa,deporte,3
defensa,deportistas,3
defensa,derechos,3
defensa,establecer,3
defensa,hacia,3
defensa,historia,3
defensa,mundo,3
defensa,precios,3
defensa,proyecto,3
defensa,respecto,3
defensa,seguir,3
defensa,sino,3
defensa,sociedad,3
defensa,solamente,3
defensa,tan,3
defensa,través,3
delincuencia,tecnología,3
delincuencia,vida,3
demostrado,tecnológica,3
dentro,eficacia,3
dentro,ello,3
dentro,fuerza,3
dentro,impulsar,3
dentro,innovación,3
dentro,litio,3
dentro,muchas,3
dentro,nueva,3
dentro,nuevo,3
dentro,primer,3
dentro,protección,3
dentro,pública,3
dentro,público,3
dentro,públicos,3
dentro,regiones,3
dentro,respeto,3
dentro,rostro,3
dentro,siglo,3
dentro,sistema,3
dentro,transparencia,3
deporte,deporte,3
deporte,derechos,3
deporte,digital,3
deporte,dos,3
deporte,días,3
deporte,económico,3
deporte,esfuerzo,3
deporte,establecer,3
deporte,familias,3
deporte,fibra,3
deporte,fin,3
deporte,fuerte,3
deporte,fuerza,3
deporte,grandes,3
deporte,hacia,3
deporte,hará,3
deporte,hijos,3
deporte,historia,3
deporte,humanos,3
deporte,incorporar,3
deporte,intereses,3
deporte,ley,3
deporte,libre,3
deporte,medicamentos,3
deporte,mejores,3
deporte,meta,3
deporte,miles,3
deporte,mundo,3
deporte,parques,3
deporte,pasado,3
deporte,planes,3
deporte,pleno,3
deporte,podemos,3
deporte,políticas,3
deporte,prioridad,3
deporte,proyecto,3
deporte,red,3
deporte,regiones,3
deporte,respecto,3
deporte,salud,3
deporte,seguir,3
deporte,seguro,3
deporte,semana,3
deporte,social,3
deporte,solamente,3
deporte,tan,3
deporte,teléfonos,3
deporte,trabajo,3
deporte,través,3
deporte,valor,3
deporte,vivir,3
deporte,óptica,3
deportistas,deportistas,3
deportistas,derechos,3
deportistas,días,3
deportistas,económico,3
deportistas,esfuerzo,3
deportistas,establecer,3
deportistas,familias,3
deportistas,fibra,3
deportistas,fin,3
deportistas,fuerte,3
deportistas,fuerza,3
deportistas,grandes,3
deportistas,hacia,3
deportistas,hará,3
deportistas,hijos,3
deportistas,historia,3
deportistas,humanos,3
deportistas,incorporar,3
deportistas,intereses,3
deportistas,ley,3
deportistas,libre,3
deportistas,medicamentos,3
deportistas,miles,3
deportistas,mundo,3
deportistas,parques,3
deportistas,pasado,3
deportistas,planes,3
deportistas,pleno,3
deportistas,podemos,3
deportistas,políticas,3
deportistas,prioridad,3
deportistas,proyecto,3
deportistas,red,3
deportistas,regiones,3
deportistas,respecto,3
deportistas,salud,3
deportistas,seguir,3
deportistas,seguro,3
deportistas,semana,3
deportistas,sino,3
deportistas,social,3
deportistas,solamente,3
deportistas,tan,3
deportistas,trabajo,3
deportistas,través,3
deportistas,valor,3
deportistas,vida,3
deportistas,vivir,3
deportistas,óptica,3
derechos,digital,3
derechos,económica,3
derechos,establecer,3
derechos,gobiernos,3
derechos,impulsar,3
derechos,libre,3
derechos,mercados,3
derechos,naturaleza,3
derechos,necesario,3
derechos,oportunidad,3
derechos,pacientes,3
derechos,políticas,3
derechos,precios,3
derechos,proyecto,3
derechos,realizar,3
derechos,red,3
derechos,regionales,3
derechos,respecto,3
derechos,ruta,3
derechos,seguir,3
derechos,servicio,3
derechos,servicios,3
derechos,sociedad,3
derechos,tan,3
derechos,terminar,3
derechos,trámites,3
desafío,establecer,3
desafío,gobiernos,3
desafío,información,3
desafío,montt,3
desafío,probidad,3
desafío,regionales,3
desafío,rostro,3
desafío,servicio,3
desafío,sistema,3
desafío,sociedad,3
desafío,solamente,3
desafío,través,3
desafíos,desarrollo,3
desafíos,permita,3
desafíos,plazo,3
desafíos,sistema,3
desafíos,tecnología,3
desafíos,trabajando,3
desarrollado,van,3
desarrollados,desarrollo,3
desarrollados,internet,3
desarrollados,producto,3
desarrollando,eficacia,3
desarrollando,embalses,3
desarrollando,nuevas,3
desarrollando,obras,3
desarrollando,personas,3
desarrollando,política,3
desarrollando,producción,3
desarrollando,red,3
desarrollando,santiago,3
desarrollando,tiempos,3
desarrollando,van,3
desarrollando,vida,3
desarrollar,ello,3
desarrollar,embalses,3
desarrollar,energías,3
desarrollar,generación,3
desarrollar,permite,3
desarrollar,recursos,3
desarrollar,segunda,3
desarrollar,sociedad,3
desarrollo,después,3
desarrollo,diversificación,3
desarrollo,dólares,3
desarrollo,esfuerzos,3
desarrollo,esperamos,3
desarrollo,estudiantes,3
desarrollo,latina,3
desarrollo,limpia,3
desarrollo,maule,3
desarrollo,mayores,3
desarrollo,mejoramiento,3
desarrollo,nuevas,3
desarrollo,plazo,3
desarrollo,portal,3
desarrollo,promedio,3
desarrollo,pronto,3
desarrollo,puede,3
desarrollo,sustentable,3
desarrollo,transformación,3
desarrollo,transición,3
desarrollo,tres,3
desarrollo,tributario,3
desarrollo,ustedes,3
desarrollo,valparaíso,3
desarrollo,verde,3
después,mundo,3
después,proyecto,3
después,sistema,3
después,vida,3
destacar,quiero,3
dicho,recursos,3
dicho,regiones,3
dicho,sistema,3
digital,digitales,3
digital,energía,3
digital,esfuerzo,3
digital,especialmente,3
digital,fin,3
digital,fuerza,3
digital,gobiernos,3
digital,gratuito,3
digital,implementación,3
digital,intereses,3
digital,libre,3
digital,lugar,3
digital,lugares,3
digital,nivel,3
digital,parques,3
digital,pasado,3
digital,paso,3
digital,pleno,3
digital,principales,3
digital,prioridad,3
digital,promedio,3
digital,queremos,3
digital,redes,3
digital,reducir,3
digital,seguridad,3
digital,seguro,3
digital,semana,3
digital,social,3
digital,tecnológica,3
digital,telecomunicaciones,3
digital,tiempo,3
digital,trabajadores,3
digital,trabajando,3
digital,transporte,3
digital,uso,3
digital,velocidad,3
digital,vivir,3
digital,williams,3
digitales,fibra,3
digitales,tecnologías,3
digitales,trabajo,3
digitales,óptica,3
dis,innovación,3
disponible,página,3
disponible,web,3
distancia,número,3
distancia,personas,3
distintas,eficacia,3
distintas,sistema,3
distintas,vida,3
diversidad,televisión,3
diversificación,economía,3
diversificación,productividad,3
doble,fortalecer,3
doble,gobiernos,3
doble,pública,3
doble,regionales,3
doble,sistema,3
doble,través,3
dos,dos,3
dos,economía,3
dos,ejemplo,3
dos,ello,3
dos,emprendedores,3
dos,emprendimiento,3
dos,especial,3
dos,esperamos,3
dos,establecer,3
dos,fin,3
dos,hacia,3
dos,ley,3
dos,logrado,3
dos,mejores,3
dos,meta,3
dos,nación,3
dos,necesidades,3
dos,nuevos,3
dos,número,3
dos,obras,3
dos,países,3
dos,plan,3
dos,precios,3
dos,promover,3
dos,pymes,3
dos,público,3
dos,recursos,3
dos,salud,3
dos,seguridad,3
dos,sistema,3
dos,sociedad,3
dos,tarea,3
dos,tecnología,3
dos,tecnologías,3
dos,trabajadores,3
dos,trabajo,3
dos,través,3
duda,ello,3
duda,inversión,3
duda,ley,3
duda,mejorar,3
duda,norte,3
duda,nueva,3
duda,proyecto,3
duda,rostro,3
duda,siglo,3
duda,transparencia,3
duda,transporte,3
duplicar,escuelas,3
duplicar,gobiernos,3
duplicar,inversión,3
duplicar,nuevo,3
duplicar,período,3
duplicar,producción,3
duplicar,través,3
década,ello,3
década,estrategia,3
década,mejores,3
década,países,3
década,producción,3
década,regiones,3
décadas,dos,3
décadas,embalses,3
décadas,estrategia,3
décadas,siempre,3
días,digital,3
días,emprendimiento,3
días,especial,3
días,fortalecer,3
días,fundamental,3
días,gobiernos,3
días,grandes,3
días,hacia,3
días,inversión,3
días,liceos,3
días,materia,3
días,montt,3
días,mundo,3
días,nuevas,3
días,nuevo,3
días,oportunidades,3
días,precios,3
días,principales,3
días,proyecto,3
días,puerto,3
días,pymes,3
días,regionales,3
días,regiones,3
días,respecto,3
días,segundo,3
días,servicios,3
días,sino,3
días,sociedad,3
días,solamente,3
días,sólo,3
días,transmisión,3
dólares,dos,3
dólares,energía,3
dólares,fin,3
dólares,línea,3
dólares,líneas,3
dólares,mejores,3
dólares,nuevos,3
dólares,programas,3
dólares,proyecto,3
dólares,pymes,3
dólares,públicas,3
dólares,quiero,3
dólares,red,3
dólares,significa,3
economía,gracias,3
economía,impuesto,3
economía,impulso,3
economía,infraestructura,3
economía,inversiones,3
economía,ley,3
economía,libertad,3
economía,ministerio,3
economía,necesario,3
economía,personas,3
economía,políticas,3
economía,productiva,3
economía,protección,3
economía,puede,3
economía,pymes,3
economía,público,3
economía,regiones,3
economía,renovables,3
economía,sistema,3
economía,solar,3
economía,tecnologías,3
economía,últimos,3
económica,hacerlo,3
económica,innovación,3
económica,mercado,3
económica,protección,3
económica,pymes,3
económica,trabajadores,3
económico,especial,3
económico,fortalecer,3
económico,innovación,3
económico,lugar,3
económico,precios,3
económico,productividad,3
económico,programa,3
económico,revolución,3
económico,servicios,3
económico,social,3
económico,través,3
educacional,mejorar,3
educacional,sistema,3
educacionales,internet,3
educación,emprendimiento,3
educación,enlaces,3
educación,equipamiento,3
educación,esfuerzos,3
educación,física,3
educación,investigación,3
educación,jóvenes,3
educación,misión,3
educación,pandemia,3
educación,promover,3
educación,proyecto,3
educación,puedan,3
educación,queremos,3
educación,red,3
educación,revolución,3
educación,significa,3
educación,social,3
educación,trabajo,3
educación,tres,3
educación,vida,3
educación,vivienda,3
eficaces,eficacia,3
eficaces,ley,3
eficacia,eficacia,3
eficacia,enfrentar,3
eficacia,especial,3
eficacia,especiales,3
eficacia,especialmente,3
eficacia,esperamos,3
eficacia,establecer,3
eficacia,financiamiento,3
eficacia,fomentar,3
eficacia,fondo,3
eficacia,fortalecer,3
eficacia,gasto,3
eficacia,hacerlo,3
eficacia,hacia,3
eficacia,historia,3
eficacia,humano,3
eficacia,implementación,3
eficacia,impulsar,3
eficacia,iniciamos,3
eficacia,iniciativas,3
eficacia,instituto,3
eficacia,lugares,3
eficacia,medidas,3
eficacia,mundo,3
eficacia,múltiples,3
eficacia,naturales,3
eficacia,necesidades,3
eficacia,nuevo,3
eficacia,nuevos,3
eficacia,penas,3
eficacia,pequeñas,3
eficacia,permita,3
eficacia,política,3
eficacia,primer,3
eficacia,promover,3
eficacia,puedan,3
eficacia,relación,3
eficacia,respecto,3
eficacia,ruta,3
eficacia,salto,3
eficacia,sectores,3
eficacia,seguir,3
eficacia,servicios,3
eficacia,sino,3
eficacia,solamente,3
eficacia,total,3
eficacia,través,3
eficacia,trámites,3
eficacia,utilizar,3
eficacia,van,3
eficacia,vecinos,3
eficiencia,ello,3
eficiencia,energía,3
eficiencia,lugar,3
eficiencia,público,3
eficiente,ello,3
eficiente,potenciar,3
eficiente,público,3
eficiente,rostro,3
eficiente,siglo,3
eficiente,transparencia,3
ejemplo,enfrentar,3
ejemplo,esperamos,3
ejemplo,inteligencia,3
ejemplo,mar,3
ejemplo,marcha,3
ejemplo,modernizar,3
ejemplo,muchas,3
ejemplo,mundial,3
ejemplo,naturales,3
ejemplo,nuevas,3
ejemplo,nuevo,3
ejemplo,nuevos,3
ejemplo,personas,3
ejemplo,planes,3
ejemplo,primer,3
ejemplo,recursos,3
ejemplo,servicio,3
ejemplo,servicios,3
ejemplo,solo,3
ejemplo,través,3
ejemplo,vanguardia,3
ejemplo,verde,3
ejemplo,vida,3
electrónico,penas,3
electrónico,tecnologías,3
elementos,gobiernos,3
elementos,información,3
elementos,inversión,3
elementos,nuevo,3
elementos,regionales,3
elementos,sistema,3
elementos,través,3
ello,empleos,3
ello,emprendimiento,3
ello,entonces,3
ello,equipamiento,3
ello,esfuerzo,3
ello,fortalecer,3
ello,hará,3
ello,hospitales,3
ello,implementar,3
ello,importantes,3
ello,impulso,3
ello,integral,3
ello,inversiones,3
ello,manera,3
ello,medidas,3
ello,medio,3
ello,mitad,3
ello,modernización,3
ello,naturales,3
ello,necesidades,3
ello,necesitamos,3
ello,niños,3
ello,pequeños,3
ello,permanente,3
ello,problemas,3
ello,productiva,3
ello,promover,3
ello,región,3
ello,responsabilidad,3
ello,rural,3
ello,sabemos,3
ello,salud,3
ello,sector,3
ello,sino,3
ello,solamente,3
ello,sustentable,3
ello,tecnológico,3
ello,tiempos,3
ello,toda,3
ello,transporte,3
ello,última,3
ello,única,3
eléctrica,inversión,3
eléctrica,ley,3
eléctrica,líneas,3
eléctrica,proyecto,3
eléctricos,tecnología,3
eléctricos,transporte,3
embalses,embalses,3
embalses,entregamos,3
embalses,evitar,3
embalses,futuro,3
embalses,grandes,3
embalses,implementar,3
embalses,iniciamos,3
embalses,iniciaremos,3
embalses,largo,3
embalses,mar,3
embalses,maule,3
embalses,necesitamos,3
embalses,norte,3
embalses,planes,3
embalses,plazo,3
embalses,política,3
embalses,potable,3
embalses,programa,3
embalses,quince,3
embalses,realizando,3
embalses,región,3
embalses,tres,3
embalses,valparaíso,3
embalses,zona,3
empleo,emprendimiento,3
empleo,innovación,3
empleo,litio,3
empleos,imaginación,3
empleos,libertad,3
empleos,nuevas,3
empleos,potenciar,3
empleos,puede,3
empleos,pymes,3
empleos,responsabilidad,3
empleos,sistema,3
empleos,sociedad,3
empleos,sólo,3
empleos,tributario,3
empleos,ustedes,3
empleos,vamos,3
emprendedores,empresas,3
emprendedores,tecnologías,3
emprender,sociedad,3
emprendimiento,emprendimiento,3
emprendimiento,empresas,3
emprendimiento,esfuerzo,3
emprendimiento,fundamental,3
emprendimiento,medio,3
emprendimiento,micro,3
emprendimiento,podemos,3
emprendimiento,propio,3
emprendimiento,sector,3
emprendimiento,segundo,3
emprendimiento,sólo,3
emprendimiento,tecnologías,3
emprendimiento,toda,3
emprendimiento,tributario,3
emprendimientos,mercado,3
emprendimientos,queremos,3
emprendimientos,rural,3
empresa,ley,3
empresa,materia,3
empresa,nuevas,3
empresa,podemos,3
empresa,potenciar,3
empresa,pública,3
empresa,quiero,3
empresa,trabajadores,3
empresa,vamos,3
empresarios,podrán,3
empresarios,tributario,3
empresas,empresas,3
empresas,especialmente,3
empresas,fortalecer,3
empresas,gasto,3
empresas,hogares,3
empresas,importante,3
empresas,inversión,3
empresas,jóvenes,3
empresas,nuevas,3
empresas,nuevos,3
